,id,breed,price,color,age,zip,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills,gender,inches,lnprice
2703,1999930,AQHA Quarter Horse,4500,Bay Roan,2.6356164383561644,76624,3,False,False,False,,,False,,Stallion,60.0,8.41183267576
2704,1983925,American Appendix AAHA,3500,Chestnut,18.813698630136987,78681,6,False,True,,,,True,,Gelding,70.0,8.16051824748
2705,1999698,Thoroughbred,17000,Bay,7.723287671232876,3873,4,False,False,False,,,False,,Mare,62.0,9.74096862304
2706,1999899,Andalusian,12500,Grey,3.7205479452054795,17536,4,False,False,False,,,True,,Mare,,9.43348392329
2707,1999897,Andalusian,12500,Grey,3.802739726027397,17536,3,False,True,,,,True,,Mare,64.0,9.43348392329
2708,1956396,Friesian,8000,Black,7.723287671232876,96022,2,False,False,False,,,False,,Mare,68.0,8.98719682066
2709,1999670,Rheinland Pfalz Saar,20000,Bay,8.054794520547945,75022,3,False,False,False,,,True,,Mare,64.0,9.90348755254
2710,1999508,Thoroughbred,4000,Brown,15.643835616438356,55309,6,False,False,False,,,True,,Gelding,66.0,8.2940496401
2711,1999867,Warmblood Cross,15000,Bay,12.057534246575342,89143,3,False,False,False,,,False,,Gelding,65.0,9.61580548008
2712,1999845,Thoroughbred,2250,Bay,9.054794520547945,46077,3,False,False,False,,,True,,Mare,64.0,7.7186854952
2713,1998680,Morgan Horse,3500,Chestnut,2.5534246575342467,55949,3,False,False,False,,,True,,Gelding,59.0,8.16051824748
2714,1998962,Thoroughbred,8000,Bay,7.890410958904109,0,11,False,False,False,,,False,,Mare,65.0,8.98719682066
2715,1998961,Thoroughbred,4500,Bay,7.890410958904109,0,5,False,False,False,,,False,,Gelding,64.0,8.41183267576
2716,1999816,Welsh Cob,5000,Chestnut,12.057534246575342,3038,11,False,False,False,,,True,,Mare,54.0,8.51719319142
2717,1999810,Unknown,10000,Bay,13.057534246575342,24450,7,False,False,False,,,True,,Mare,58.0,9.21034037198
2718,1999776,Thoroughbred,1,Bay,15.057534246575342,39649,11,False,False,False,,,True,,Gelding,66.0,0.0
2719,1999758,Dutch Warmblood,5500,Bay,10.726027397260275,85140,5,False,False,False,,,True,,Mare,64.0,8.61250337122
2720,1999756,National Show Horse,2500,Grey,18.564383561643837,2865,6,False,False,False,,,True,,Gelding,63.0,7.82404601086
2721,1999747,Andalusian,35000,Grey,5.052054794520548,92545,9,False,True,,,,True,,Stallion,64.0,10.4631033405
2722,1999745,Azteca,8000,Bay,9.054794520547945,92545,6,False,True,,,,False,,Gelding,62.0,8.98719682066
